pair,freq_Hz,coherence
probe_0_1D,0,0.6624095628
probe_0_1D,0.6153846154,0.959584366
probe_0_1D,1.230769231,0.9860083074
probe_0_1D,1.846153846,0.9842209993
probe_0_1D,2.461538462,0.318379003
probe_0_1D,3.076923077,0.7040315395
probe_0_1D,3.692307692,0.7796818938
probe_0_1D,4.307692308,0.229557444
probe_0_1D,4.923076923,0.6389838295
probe_0_1D,5.538461538,0.978573968
probe_0_1D,6.153846154,0.9973952133
probe_0_1D,6.769230769,0.9856218801
probe_0_1D,7.384615385,0.4004549991
probe_0_1D,8,0.607272893
probe_0_1D,8.615384615,0.3686955607
probe_0_1D,9.230769231,0.02326354985
probe_0_1D,9.846153846,0.003316114505
probe_0_1D,10.46153846,0.4001154879
probe_0_1D,11.07692308,0.1414757783
probe_0_1D,11.69230769,0.8927893026
probe_0_1D,12.30769231,0.989279027
probe_0_1D,12.92307692,0.9823822019
probe_0_1D,13.53846154,0.369136951
probe_0_1D,14.15384615,0.7428258581
probe_0_1D,14.76923077,0.3851065971
probe_0_1D,15.38461538,0.7757426459
probe_0_1D,16,0.8137721987
probe_0_1D,16.61538462,0.2182305469
probe_0_1D,17.23076923,0.07731136615
probe_0_1D,17.84615385,0.7203191903
probe_0_1D,18.46153846,0.9568690802
probe_0_1D,19.07692308,0.9740180727
probe_0_1D,19.69230769,0.6549043534
probe_0_1D,20.30769231,0.6459276115
probe_0_1D,20.92307692,0.4078369067
probe_0_1D,21.53846154,0.7714591212
probe_0_1D,22.15384615,0.8553930155
probe_0_1D,22.76923077,0.6285674149
probe_0_1D,23.38461538,0.2519423724
probe_0_1D,24,0.8710828285
probe_0_1D,24.61538462,0.9834256211
probe_0_1D,25.23076923,0.9888136111
probe_0_1D,25.84615385,0.880236561
probe_0_1D,26.46153846,0.5583474747
probe_0_1D,27.07692308,0.6444443983
probe_0_1D,27.69230769,0.9623814946
probe_0_1D,28.30769231,0.9374115658
probe_0_1D,28.92307692,0.7851571661
probe_0_1D,29.53846154,0.5293044363
probe_0_1D,30.15384615,0.7576549986
probe_0_1D,30.76923077,0.9663217084
probe_0_1D,31.38461538,0.9829389261
probe_0_1D,32,0.909699689
probe_0_1D,32.61538462,0.5319446446
probe_0_1D,33.23076923,0.497744552
probe_0_1D,33.84615385,0.9354514362
probe_0_1D,34.46153846,0.9316703925
probe_0_1D,35.07692308,0.8974703461
probe_0_1D,35.69230769,0.3663392796
probe_0_1D,36.30769231,0.8088326914
probe_0_1D,36.92307692,0.9799417027
probe_0_1D,37.53846154,0.9919607551
probe_0_1D,38.15384615,0.9472982272
probe_0_1D,38.76923077,0.6589839777
probe_0_1D,39.38461538,0.7811988704
probe_0_1D,40,0.9296174054
probe_0_1D,40.61538462,0.9796847905
probe_0_1D,41.23076923,0.8790578013
probe_0_1D,41.84615385,0.640206624
probe_0_1D,42.46153846,0.8680364882
probe_0_1D,43.07692308,0.9876435742
probe_0_1D,43.69230769,0.9921510107
probe_0_1D,44.30769231,0.9675730064
probe_0_1D,44.92307692,0.8783524906
probe_0_1D,45.53846154,0.7394435994
probe_0_1D,46.15384615,0.8991755138
probe_0_1D,46.76923077,0.9266533977
probe_0_1D,47.38461538,0.749183463
probe_0_1D,48,0.6337187306
probe_0_1D,48.61538462,0.8159567986
probe_0_1D,49.23076923,0.9722235384
probe_0_1D,49.84615385,0.9788452071
probe_0_1D,50.46153846,0.8493801728
probe_0_1D,51.07692308,0.2508512027
probe_0_1D,51.69230769,0.439983389
probe_0_1D,52.30769231,0.2330702276
probe_0_1D,52.92307692,0.342163932
probe_0_1D,53.53846154,0.2739381698
probe_0_1D,54.15384615,0.4034805538
probe_0_1D,54.76923077,0.2203061764
probe_0_1D,55.38461538,0.579286852
probe_0_1D,56,0.691274556
probe_0_1D,56.61538462,0.1081404272
probe_0_1D,57.23076923,0.4897411347
probe_0_1D,57.84615385,0.4521990527
probe_0_1D,58.46153846,0.2994418993
probe_0_1D,59.07692308,0.09342847095
probe_0_1D,59.69230769,0.4209724562
probe_0_1D,60.30769231,0.2792705968
probe_0_1D,60.92307692,0.2173422744
probe_0_1D,61.53846154,0.1157144508
probe_0_1D,62.15384615,0.0301643343
probe_0_1D,62.76923077,0.079790369
probe_0_1D,63.38461538,0.1451316591
probe_0_1D,64,0.2839264434
probe_0_1D,64.61538462,0.5558970778
probe_0_1D,65.23076923,0.1859275784
probe_0_1D,65.84615385,0.2427294413
probe_0_1D,66.46153846,0.3641672885
probe_0_1D,67.07692308,0.02504364642
probe_0_1D,67.69230769,0.303319312
probe_0_1D,68.30769231,0.4995155989
probe_0_1D,68.92307692,0.3328911166
probe_0_1D,69.53846154,0.3808535213
probe_0_1D,70.15384615,0.3083950448
probe_0_1D,70.76923077,0.2169022707
probe_0_1D,71.38461538,0.07597462761
probe_0_1D,72,0.009385788769
probe_0_1D,72.61538462,0.2531110872
probe_0_1D,73.23076923,0.02110306257
probe_0_1D,73.84615385,0.06769122484
probe_0_1D,74.46153846,0.009830175768
probe_0_1D,75.07692308,0.3676696319
probe_0_1D,75.69230769,0.1242514596
probe_0_1D,76.30769231,0.108669045
probe_0_1D,76.92307692,0.1041349755
probe_0_1D,77.53846154,0.1711617729
probe_0_1D,78.15384615,0.1302004949
probe_0_1D,78.76923077,0.1435253798
probe_0_1D,79.38461538,0.09523519476
probe_0_1D,80,0.3709768203
probe_0_1D,80.61538462,0.619277391
probe_0_1D,81.23076923,0.3181470799
probe_0_1D,81.84615385,0.03674901452
probe_0_1D,82.46153846,0.03276236836
probe_0_1D,83.07692308,0.03376064381
probe_0_1D,83.69230769,0.233440353
probe_0_1D,84.30769231,0.01843006586
probe_0_1D,84.92307692,0.2694862835
probe_0_1D,85.53846154,0.127365704
probe_0_1D,86.15384615,0.2683920295
probe_0_1D,86.76923077,0.3010584134
probe_0_1D,87.38461538,0.1294807845
probe_0_1D,88,0.2673406683
probe_0_1D,88.61538462,0.5866811718
probe_0_1D,89.23076923,0.1492026022
probe_0_1D,89.84615385,0.05367111587
probe_0_1D,90.46153846,0.0654342148
probe_0_1D,91.07692308,0.2804779897
probe_0_1D,91.69230769,0.2363415423
probe_0_1D,92.30769231,0.321017832
probe_0_1D,92.92307692,0.8140823526
probe_0_1D,93.53846154,0.5222942895
probe_0_1D,94.15384615,0.04950592976
probe_0_1D,94.76923077,0.3592793845
probe_0_1D,95.38461538,0.1573402446
probe_0_1D,96,0.01839383255
probe_0_1D,96.61538462,0.1457780905
probe_0_1D,97.23076923,0.09648918876
probe_0_1D,97.84615385,0.2425642306
probe_0_1D,98.46153846,0.1454673763
probe_0_1D,99.07692308,0.6157117343
probe_0_1D,99.69230769,0.2732670349
probe_1_2D,0,0.6297656172
probe_1_2D,0.6153846154,0.5374469723
probe_1_2D,1.230769231,0.7015000756
probe_1_2D,1.846153846,0.7122353162
probe_1_2D,2.461538462,0.1748370759
probe_1_2D,3.076923077,0.128628311
probe_1_2D,3.692307692,0.6641278049
probe_1_2D,4.307692308,0.8848549999
probe_1_2D,4.923076923,0.512253571
probe_1_2D,5.538461538,0.9734861951
probe_1_2D,6.153846154,0.9753680559
probe_1_2D,6.769230769,0.960792096
probe_1_2D,7.384615385,0.8319266327
probe_1_2D,8,0.9043488105
probe_1_2D,8.615384615,0.7428606736
probe_1_2D,9.230769231,0.9376292388
probe_1_2D,9.846153846,0.8986026578
probe_1_2D,10.46153846,0.7215768063
probe_1_2D,11.07692308,0.7348390749
probe_1_2D,11.69230769,0.9951439833
probe_1_2D,12.30769231,0.9984968587
probe_1_2D,12.92307692,0.9938816732
probe_1_2D,13.53846154,0.7917014655
probe_1_2D,14.15384615,0.5666843537
probe_1_2D,14.76923077,0.2415478889
probe_1_2D,15.38461538,0.722036543
probe_1_2D,16,0.7499053432
probe_1_2D,16.61538462,0.1552764111
probe_1_2D,17.23076923,0.760375242
probe_1_2D,17.84615385,0.9786098644
probe_1_2D,18.46153846,0.9900233747
probe_1_2D,19.07692308,0.9808769982
probe_1_2D,19.69230769,0.7966549112
probe_1_2D,20.30769231,0.7332521466
probe_1_2D,20.92307692,0.521694361
probe_1_2D,21.53846154,0.7037085228
probe_1_2D,22.15384615,0.2275973257
probe_1_2D,22.76923077,0.2249011188
probe_1_2D,23.38461538,0.3784663658
probe_1_2D,24,0.6531270394
probe_1_2D,24.61538462,0.9055482831
probe_1_2D,25.23076923,0.9296241599
probe_1_2D,25.84615385,0.6167588518
probe_1_2D,26.46153846,0.5861679289
probe_1_2D,27.07692308,0.545558501
probe_1_2D,27.69230769,0.9483658183
probe_1_2D,28.30769231,0.9783812359
probe_1_2D,28.92307692,0.8549976593
probe_1_2D,29.53846154,0.5843330344
probe_1_2D,30.15384615,0.9279964479
probe_1_2D,30.76923077,0.975151745
probe_1_2D,31.38461538,0.9654245412
probe_1_2D,32,0.7582472207
probe_1_2D,32.61538462,0.8527683206
probe_1_2D,33.23076923,0.4831148276
probe_1_2D,33.84615385,0.7223918139
probe_1_2D,34.46153846,0.9504564165
probe_1_2D,35.07692308,0.4572991267
probe_1_2D,35.69230769,0.69740872
probe_1_2D,36.30769231,0.883924461
probe_1_2D,36.92307692,0.9836614934
probe_1_2D,37.53846154,0.9833463269
probe_1_2D,38.15384615,0.8741502031
probe_1_2D,38.76923077,0.8345830708
probe_1_2D,39.38461538,0.8408384974
probe_1_2D,40,0.9637395852
probe_1_2D,40.61538462,0.990824853
probe_1_2D,41.23076923,0.8451701963
probe_1_2D,41.84615385,0.7024692912
probe_1_2D,42.46153846,0.7996125574
probe_1_2D,43.07692308,0.9728003801
probe_1_2D,43.69230769,0.9778531833
probe_1_2D,44.30769231,0.8566386626
probe_1_2D,44.92307692,0.9047740291
probe_1_2D,45.53846154,0.8688742184
probe_1_2D,46.15384615,0.9656945703
probe_1_2D,46.76923077,0.993295486
probe_1_2D,47.38461538,0.9353653287
probe_1_2D,48,0.8970205247
probe_1_2D,48.61538462,0.8641918369
probe_1_2D,49.23076923,0.9857957546
probe_1_2D,49.84615385,0.9913513167
probe_1_2D,50.46153846,0.9426936541
probe_1_2D,51.07692308,0.861190792
probe_1_2D,51.69230769,0.8482843775
probe_1_2D,52.30769231,0.9392634891
probe_1_2D,52.92307692,0.9774184133
probe_1_2D,53.53846154,0.940271134
probe_1_2D,54.15384615,0.9192920695
probe_1_2D,54.76923077,0.890757252
probe_1_2D,55.38461538,0.9861030021
probe_1_2D,56,0.9946909562
probe_1_2D,56.61538462,0.9716857476
probe_1_2D,57.23076923,0.8801502563
probe_1_2D,57.84615385,0.9376658444
probe_1_2D,58.46153846,0.9813721779
probe_1_2D,59.07692308,0.9932940442
probe_1_2D,59.69230769,0.9763761297
probe_1_2D,60.30769231,0.9251027153
probe_1_2D,60.92307692,0.9045025053
probe_1_2D,61.53846154,0.9856399427
probe_1_2D,62.15384615,0.9953217984
probe_1_2D,62.76923077,0.9802556576
probe_1_2D,63.38461538,0.8152516171
probe_1_2D,64,0.9283430522
probe_1_2D,64.61538462,0.9711940306
probe_1_2D,65.23076923,0.9901531158
probe_1_2D,65.84615385,0.9822669839
probe_1_2D,66.46153846,0.9497818119
probe_1_2D,67.07692308,0.9439460431
probe_1_2D,67.69230769,0.9900494659
probe_1_2D,68.30769231,0.9974740339
probe_1_2D,68.92307692,0.9921380046
probe_1_2D,69.53846154,0.7335756498
probe_1_2D,70.15384615,0.9600612719
probe_1_2D,70.76923077,0.9864722357
probe_1_2D,71.38461538,0.9931875578
probe_1_2D,72,0.9858878291
probe_1_2D,72.61538462,0.9361760011
probe_1_2D,73.23076923,0.9637287263
probe_1_2D,73.84615385,0.9923027263
probe_1_2D,74.46153846,0.9981976426
probe_1_2D,75.07692308,0.9949875674
probe_1_2D,75.69230769,0.787711713
probe_1_2D,76.30769231,0.9595451455
probe_1_2D,76.92307692,0.9901855463
probe_1_2D,77.53846154,0.9943353577
probe_1_2D,78.15384615,0.9897191981
probe_1_2D,78.76923077,0.9339512586
probe_1_2D,79.38461538,0.9740748606
probe_1_2D,80,0.9928488713
probe_1_2D,80.61538462,0.9986503896
probe_1_2D,81.23076923,0.9966477224
probe_1_2D,81.84615385,0.8673834837
probe_1_2D,82.46153846,0.9321172098
probe_1_2D,83.07692308,0.9850134593
probe_1_2D,83.69230769,0.9928937002
probe_1_2D,84.30769231,0.9851593081
probe_1_2D,84.92307692,0.8548693146
probe_1_2D,85.53846154,0.9761280025
probe_1_2D,86.15384615,0.9968930884
probe_1_2D,86.76923077,0.9992679043
probe_1_2D,87.38461538,0.9982881915
probe_1_2D,88,0.9311027127
probe_1_2D,88.61538462,0.6442006479
probe_1_2D,89.23076923,0.9763387764
probe_1_2D,89.84615385,0.9883955671
probe_1_2D,90.46153846,0.9752647494
probe_1_2D,91.07692308,0.6478903663
probe_1_2D,91.69230769,0.5545328217
probe_1_2D,92.30769231,0.996473278
probe_1_2D,92.92307692,0.9989513296
probe_1_2D,93.53846154,0.9983086439
probe_1_2D,94.15384615,0.9496315624
probe_1_2D,94.76923077,0.7268515129
probe_1_2D,95.38461538,0.7825745071
probe_1_2D,96,0.960735055
probe_1_2D,96.61538462,0.9419446895
probe_1_2D,97.23076923,0.7392458634
probe_1_2D,97.84615385,0.6386417212
probe_1_2D,98.46153846,0.9111157826
probe_1_2D,99.07692308,0.9924820842
probe_1_2D,99.69230769,0.9910728634
probe_2_3D,0,0.931219546
probe_2_3D,0.6153846154,0.8327367345
probe_2_3D,1.230769231,0.7733643949
probe_2_3D,1.846153846,0.7483637757
probe_2_3D,2.461538462,0.1780648151
probe_2_3D,3.076923077,0.06592107298
probe_2_3D,3.692307692,0.703377749
probe_2_3D,4.307692308,0.8344456982
probe_2_3D,4.923076923,0.9424130897
probe_2_3D,5.538461538,0.9388358695
probe_2_3D,6.153846154,0.9634871788
probe_2_3D,6.769230769,0.9661114953
probe_2_3D,7.384615385,0.8137185948
probe_2_3D,8,0.297926325
probe_2_3D,8.615384615,0.2116003217
probe_2_3D,9.230769231,0.7324675981
probe_2_3D,9.846153846,0.8734064264
probe_2_3D,10.46153846,0.557025462
probe_2_3D,11.07692308,0.6629015085
probe_2_3D,11.69230769,0.9599145299
probe_2_3D,12.30769231,0.9791803677
probe_2_3D,12.92307692,0.9546782081
probe_2_3D,13.53846154,0.4183882207
probe_2_3D,14.15384615,0.5313406449
probe_2_3D,14.76923077,0.2501850645
probe_2_3D,15.38461538,0.7450324565
probe_2_3D,16,0.4460026108
probe_2_3D,16.61538462,0.564996414
probe_2_3D,17.23076923,0.4121286141
probe_2_3D,17.84615385,0.7888275518
probe_2_3D,18.46153846,0.8994957611
probe_2_3D,19.07692308,0.8762865957
probe_2_3D,19.69230769,0.8711043953
probe_2_3D,20.30769231,0.7300867046
probe_2_3D,20.92307692,0.7401806421
probe_2_3D,21.53846154,0.9449184031
probe_2_3D,22.15384615,0.933175472
probe_2_3D,22.76923077,0.8799922513
probe_2_3D,23.38461538,0.425408813
probe_2_3D,24,0.9538580405
probe_2_3D,24.61538462,0.9775745445
probe_2_3D,25.23076923,0.9816263136
probe_2_3D,25.84615385,0.9418206726
probe_2_3D,26.46153846,0.8846640969
probe_2_3D,27.07692308,0.5705253461
probe_2_3D,27.69230769,0.6773548168
probe_2_3D,28.30769231,0.7763424624
probe_2_3D,28.92307692,0.9059178374
probe_2_3D,29.53846154,0.9642922863
probe_2_3D,30.15384615,0.9603680878
probe_2_3D,30.76923077,0.9952455143
probe_2_3D,31.38461538,0.9966398347
probe_2_3D,32,0.9830336306
probe_2_3D,32.61538462,0.9391382385
probe_2_3D,33.23076923,0.931725482
probe_2_3D,33.84615385,0.9912146759
probe_2_3D,34.46153846,0.9866581086
probe_2_3D,35.07692308,0.9844751101
probe_2_3D,35.69230769,0.7895247148
probe_2_3D,36.30769231,0.9719585666
probe_2_3D,36.92307692,0.9842542394
probe_2_3D,37.53846154,0.9834467592
probe_2_3D,38.15384615,0.9793188675
probe_2_3D,38.76923077,0.9843866011
probe_2_3D,39.38461538,0.9175242409
probe_2_3D,40,0.6001196253
probe_2_3D,40.61538462,0.9529123631
probe_2_3D,41.23076923,0.9727803367
probe_2_3D,41.84615385,0.9386675648
probe_2_3D,42.46153846,0.8823369911
probe_2_3D,43.07692308,0.9840576814
probe_2_3D,43.69230769,0.9935500601
probe_2_3D,44.30769231,0.9870856254
probe_2_3D,44.92307692,0.9434209393
probe_2_3D,45.53846154,0.9743818555
probe_2_3D,46.15384615,0.9905810762
probe_2_3D,46.76923077,0.9935501219
probe_2_3D,47.38461538,0.9920854063
probe_2_3D,48,0.9449793844
probe_2_3D,48.61538462,0.8640396588
probe_2_3D,49.23076923,0.923539318
probe_2_3D,49.84615385,0.9366309461
probe_2_3D,50.46153846,0.9411338886
probe_2_3D,51.07692308,0.981160428
probe_2_3D,51.69230769,0.9573898535
probe_2_3D,52.30769231,0.8968343116
probe_2_3D,52.92307692,0.9602179136
probe_2_3D,53.53846154,0.9806640871
probe_2_3D,54.15384615,0.9737135172
probe_2_3D,54.76923077,0.9108802558
probe_2_3D,55.38461538,0.9875702414
probe_2_3D,56,0.9940986726
probe_2_3D,56.61538462,0.9891249494
probe_2_3D,57.23076923,0.9085032578
probe_2_3D,57.84615385,0.9666155142
probe_2_3D,58.46153846,0.989700582
probe_2_3D,59.07692308,0.9929894974
probe_2_3D,59.69230769,0.9895919081
probe_2_3D,60.30769231,0.9810598415
probe_2_3D,60.92307692,0.9428062924
probe_2_3D,61.53846154,0.9793980295
probe_2_3D,62.15384615,0.9856607002
probe_2_3D,62.76923077,0.9698869635
probe_2_3D,63.38461538,0.9161679746
probe_2_3D,64,0.9802227904
probe_2_3D,64.61538462,0.9746504355
probe_2_3D,65.23076923,0.981382698
probe_2_3D,65.84615385,0.9874008371
probe_2_3D,66.46153846,0.9925862336
probe_2_3D,67.07692308,0.951924049
probe_2_3D,67.69230769,0.994622804
probe_2_3D,68.30769231,0.998058006
probe_2_3D,68.92307692,0.9955701853
probe_2_3D,69.53846154,0.9521330564
probe_2_3D,70.15384615,0.9598448095
probe_2_3D,70.76923077,0.9814549716
probe_2_3D,71.38461538,0.9918227781
probe_2_3D,72,0.9830602285
probe_2_3D,72.61538462,0.9947573533
probe_2_3D,73.23076923,0.9643768629
probe_2_3D,73.84615385,0.9899595551
probe_2_3D,74.46153846,0.9987356959
probe_2_3D,75.07692308,0.9936240486
probe_2_3D,75.69230769,0.9109789561
probe_2_3D,76.30769231,0.9877779031
probe_2_3D,76.92307692,0.9848196202
probe_2_3D,77.53846154,0.9882389181
probe_2_3D,78.15384615,0.9742784318
probe_2_3D,78.76923077,0.9813888803
probe_2_3D,79.38461538,0.9764300022
probe_2_3D,80,0.9937259494
probe_2_3D,80.61538462,0.9981467062
probe_2_3D,81.23076923,0.9961161846
probe_2_3D,81.84615385,0.9426852695
probe_2_3D,82.46153846,0.9620707866
probe_2_3D,83.07692308,0.9812652939
probe_2_3D,83.69230769,0.9922108412
probe_2_3D,84.30769231,0.9891823124
probe_2_3D,84.92307692,0.9807818371
probe_2_3D,85.53846154,0.9724022813
probe_2_3D,86.15384615,0.9823884882
probe_2_3D,86.76923077,0.9982590709
probe_2_3D,87.38461538,0.9939826453
probe_2_3D,88,0.9350707481
probe_2_3D,88.61538462,0.9734733958
probe_2_3D,89.23076923,0.9852397155
probe_2_3D,89.84615385,0.981319076
probe_2_3D,90.46153846,0.9759657097
probe_2_3D,91.07692308,0.9498628986
probe_2_3D,91.69230769,0.912953593
probe_2_3D,92.30769231,0.9840184198
probe_2_3D,92.92307692,0.9951727021
probe_2_3D,93.53846154,0.9959849999
probe_2_3D,94.15384615,0.9908098289
probe_2_3D,94.76923077,0.9029049255
probe_2_3D,95.38461538,0.9209213983
probe_2_3D,96,0.9737269191
probe_2_3D,96.61538462,0.9573433881
probe_2_3D,97.23076923,0.9370198291
probe_2_3D,97.84615385,0.9178674027
probe_2_3D,98.46153846,0.8705591051
probe_2_3D,99.07692308,0.9867052308
probe_2_3D,99.69230769,0.9973078475
Uy_probe_0,0,0.4044092148
Uy_probe_0,0.6153846154,0.04498262761
Uy_probe_0,1.230769231,0.8808499791
Uy_probe_0,1.846153846,0.8062005447
Uy_probe_0,2.461538462,0.3455115034
Uy_probe_0,3.076923077,0.7039792086
Uy_probe_0,3.692307692,0.5930563812
Uy_probe_0,4.307692308,0.5731615031
Uy_probe_0,4.923076923,0.4074350758
Uy_probe_0,5.538461538,0.9752246063
Uy_probe_0,6.153846154,0.9965868697
Uy_probe_0,6.769230769,0.9885424765
Uy_probe_0,7.384615385,0.4245708094
Uy_probe_0,8,0.5793180885
Uy_probe_0,8.615384615,0.6334407651
Uy_probe_0,9.230769231,0.2695977627
Uy_probe_0,9.846153846,0.06429047874
Uy_probe_0,10.46153846,0.3175535433
Uy_probe_0,11.07692308,0.2779557483
Uy_probe_0,11.69230769,0.9176878292
Uy_probe_0,12.30769231,0.990421027
Uy_probe_0,12.92307692,0.9854947255
Uy_probe_0,13.53846154,0.5093506601
Uy_probe_0,14.15384615,0.468940045
Uy_probe_0,14.76923077,0.4825956195
Uy_probe_0,15.38461538,0.8899763175
Uy_probe_0,16,0.8658152967
Uy_probe_0,16.61538462,0.4672732154
Uy_probe_0,17.23076923,0.4360147973
Uy_probe_0,17.84615385,0.7939528713
Uy_probe_0,18.46153846,0.9629875285
Uy_probe_0,19.07692308,0.966706821
Uy_probe_0,19.69230769,0.5127477746
Uy_probe_0,20.30769231,0.5171094554
Uy_probe_0,20.92307692,0.5325448175
Uy_probe_0,21.53846154,0.8210706609
Uy_probe_0,22.15384615,0.9113251577
Uy_probe_0,22.76923077,0.759770266
Uy_probe_0,23.38461538,0.5011460296
Uy_probe_0,24,0.8829743945
Uy_probe_0,24.61538462,0.9818119059
Uy_probe_0,25.23076923,0.9893259658
Uy_probe_0,25.84615385,0.9000856346
Uy_probe_0,26.46153846,0.5809833564
Uy_probe_0,27.07692308,0.6269672707
Uy_probe_0,27.69230769,0.9586137809
Uy_probe_0,28.30769231,0.9516964355
Uy_probe_0,28.92307692,0.7820139274
Uy_probe_0,29.53846154,0.6366561518
Uy_probe_0,30.15384615,0.7955910131
Uy_probe_0,30.76923077,0.9677388706
Uy_probe_0,31.38461538,0.9837370091
Uy_probe_0,32,0.9303603658
Uy_probe_0,32.61538462,0.4960194837
Uy_probe_0,33.23076923,0.5075341728
Uy_probe_0,33.84615385,0.9246110972
Uy_probe_0,34.46153846,0.916123907
Uy_probe_0,35.07692308,0.8260854013
Uy_probe_0,35.69230769,0.2177371181
Uy_probe_0,36.30769231,0.7843036353
Uy_probe_0,36.92307692,0.977230733
Uy_probe_0,37.53846154,0.9897951869
Uy_probe_0,38.15384615,0.9532617451
Uy_probe_0,38.76923077,0.5973116914
Uy_probe_0,39.38461538,0.5890882615
Uy_probe_0,40,0.8979516245
Uy_probe_0,40.61538462,0.9659701439
Uy_probe_0,41.23076923,0.8946773486
Uy_probe_0,41.84615385,0.5471882413
Uy_probe_0,42.46153846,0.8711007281
Uy_probe_0,43.07692308,0.982514444
Uy_probe_0,43.69230769,0.9915875847
Uy_probe_0,44.30769231,0.9625557108
Uy_probe_0,44.92307692,0.7442074981
Uy_probe_0,45.53846154,0.4854985263
Uy_probe_0,46.15384615,0.8463694904
Uy_probe_0,46.76923077,0.8631116405
Uy_probe_0,47.38461538,0.5220448576
Uy_probe_0,48,0.4328064595
Uy_probe_0,48.61538462,0.5914555928
Uy_probe_0,49.23076923,0.9540055409
Uy_probe_0,49.84615385,0.966033224
Uy_probe_0,50.46153846,0.7935239571
Uy_probe_0,51.07692308,0.1853893857
Uy_probe_0,51.69230769,0.186198315
Uy_probe_0,52.30769231,0.1383503531
Uy_probe_0,52.92307692,0.05812424173
Uy_probe_0,53.53846154,0.009657496797
Uy_probe_0,54.15384615,0.02641659731
Uy_probe_0,54.76923077,0.06345384611
Uy_probe_0,55.38461538,0.7467282603
Uy_probe_0,56,0.827866887
Uy_probe_0,56.61538462,0.4870574546
Uy_probe_0,57.23076923,0.2314533712
Uy_probe_0,57.84615385,0.2952232153
Uy_probe_0,58.46153846,0.1326619895
Uy_probe_0,59.07692308,0.09444756655
Uy_probe_0,59.69230769,0.06636459876
Uy_probe_0,60.30769231,0.07876496235
Uy_probe_0,60.92307692,0.01680018325
Uy_probe_0,61.53846154,0.1101407541
Uy_probe_0,62.15384615,0.2186243926
Uy_probe_0,62.76923077,0.1740919015
Uy_probe_0,63.38461538,0.1921984816
Uy_probe_0,64,0.1535237735
Uy_probe_0,64.61538462,0.1607969631
Uy_probe_0,65.23076923,0.2425163312
Uy_probe_0,65.84615385,0.1449643523
Uy_probe_0,66.46153846,0.04697766144
Uy_probe_0,67.07692308,0.1065974097
Uy_probe_0,67.69230769,0.5621260146
Uy_probe_0,68.30769231,0.6655243468
Uy_probe_0,68.92307692,0.4289052083
Uy_probe_0,69.53846154,0.1127912654
Uy_probe_0,70.15384615,0.446559264
Uy_probe_0,70.76923077,0.1834770313
Uy_probe_0,71.38461538,0.3043175495
Uy_probe_0,72,0.0539095727
Uy_probe_0,72.61538462,0.04447448295
Uy_probe_0,73.23076923,0.3203395857
Uy_probe_0,73.84615385,0.05835671213
Uy_probe_0,74.46153846,0.1840684967
Uy_probe_0,75.07692308,0.08034602478
Uy_probe_0,75.69230769,0.4111298086
Uy_probe_0,76.30769231,0.03423158741
Uy_probe_0,76.92307692,0.1609324866
Uy_probe_0,77.53846154,0.1286343375
Uy_probe_0,78.15384615,0.1597323932
Uy_probe_0,78.76923077,0.01591371189
Uy_probe_0,79.38461538,0.08917779687
Uy_probe_0,80,0.4424714266
Uy_probe_0,80.61538462,0.251642184
Uy_probe_0,81.23076923,0.1980129836
Uy_probe_0,81.84615385,0.09782473283
Uy_probe_0,82.46153846,0.5922887675
Uy_probe_0,83.07692308,0.07915933838
Uy_probe_0,83.69230769,0.002394284852
Uy_probe_0,84.30769231,0.1758154024
Uy_probe_0,84.92307692,0.02993658365
Uy_probe_0,85.53846154,0.2296462528
Uy_probe_0,86.15384615,0.1539882863
Uy_probe_0,86.76923077,0.3264800836
Uy_probe_0,87.38461538,0.245764346
Uy_probe_0,88,0.1613304187
Uy_probe_0,88.61538462,0.2164539588
Uy_probe_0,89.23076923,0.07328551685
Uy_probe_0,89.84615385,0.1077281605
Uy_probe_0,90.46153846,0.2129894704
Uy_probe_0,91.07692308,0.06725464303
Uy_probe_0,91.69230769,0.09240282869
Uy_probe_0,92.30769231,0.576503347
Uy_probe_0,92.92307692,0.6392495288
Uy_probe_0,93.53846154,0.3611809707
Uy_probe_0,94.15384615,0.1326416438
Uy_probe_0,94.76923077,0.1577913381
Uy_probe_0,95.38461538,0.6860644816
Uy_probe_0,96,0.0218821829
Uy_probe_0,96.61538462,0.1674157962
Uy_probe_0,97.23076923,0.1881792507
Uy_probe_0,97.84615385,0.07412293673
Uy_probe_0,98.46153846,0.4262980771
Uy_probe_0,99.07692308,0.4506859333
Uy_probe_0,99.69230769,0.7701905891
